"Variety Name",Description,Parentage,"IVT Variety","Breeder Name","Breeder Address 1","Breeder Address 2","Breeder Town","Breeder Region","Breeder Postcode","Breeder Country","Breeder Email","Breeder Webpage","Breeder Phone","Breeder Fax","Breeder Agent Name","Breeder Agent Address 1","Breeder Agent Address 2","Breeder Agent Town","Breeder Agent Region","Breeder Agent Postcode","Breeder Agent Country","Breeder Agent Email","Breeder Agent Webpage","Breeder Agent Phone","Breeder Agent Fax","Breeder Rights (expiry)","Shape of tuber","Colour of skin","Colour of flesh","Depth of eyes","Smoothness of skin","Colour of base of lightsprout",Maturity,"Height of plants","Colour of flower","Frequency of berries","Resistance to bruising","Resistance to splitting","Resistance to Potato Virus YO","Resistance to Potato Virus YN","Resistance to Potato Virus A","Resistance to Potato mop top (spraing)","Resistance to Potato Leafroll Virus","Resistance to Potato Cyst Nematode (Pa 2/3 - 1) (Globodera pallida Pa 2/3 - 1)","Resistance to Potato Cyst Nematode (Ro1) (Globodera rostochiensis Ro1)","Resistance to common scab (Streptomyces scabiei)","Resistance to blackleg (Pectobacterium atrosepticum)","Resistance to dry rot (Fusarium sulphureum)","Resistance to dry rot (Fusarium coeruleum)","Resistance to skin spot (Polyscytalum pustulans)","Resistance to silver scurf (Helminthosporium solani)","Resistance to black dot (Colletotrichum coccodes)","Resistance to powdery scab (Spongospora subterranea)","Resistance to late blight on tubers (Phytophthora infestans)","Resistance to late blight on foliage (Phytophthora infestans)",Dormancy,"Dry Matter",Determinacy,"Cooking Type"
Sunray,"Tubers have good resistance to splitting and some resistance to bruising.Â Â Trials have found good resistance to late blight on tubers and some resistance to blackleg.Â Â This variety has low resistance to dry rot  (<i>Fusarium sulphureum</i>) and potato virus Yo .Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.","Hydra x Navan",1,"R J Cherry","38-40 Carnlea Road",,Ballymena,Antrim,"BT43 6TS","UNITED KINGDOM",,,,,-,-,-,-,-,-,-,-,-,-,-,2038,"Oval - long",White,"Light yellow","Very shallow",-,Pink,Maincrop,Tall,Violet,-,5,7,2,-,-,-,4,3,9,5,6,1,5,-,-,-,5,7,5,-,-,-,-
Sunrise,"Sunrise produces a high yield of parti-coloured bold tubers. The variety shows good drought resistance.  The tubers have light yellow flesh and medium high dry matter which gives good all round cooking performance.  Susceptible to black dot, late blight on foliage, late blight on tubers, powdery scab, potato leafroll virus, bruising and potato cyst nematode <i> Globodera rostochiensis</i> Ro1 and <i> Globodera pallida </i>Pa2/3,1.  Tests show resistance to dry rot <i> Fusarium coeruleum </i>, silver scurf, skin spot and common scab. ","Valor x Cultra",1,"Zella J. Doig",Cavilston,"Old Fargie",Glenfarg,Perth,"PH29 9QF","UNITED KINGDOM",,,,,"Caithness Potatoes Ltd","26 York Place",,Perth,,"PH2 8EH","UNITED KINGDOM",enquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)1738 446723","+44 (0)1738 628124",2034,"Short - oval","Red parti-coloured","Light yellow","Shallow - medium",Smooth,Pink,"Early Maincrop",Tall,White,Few,2,5,2,-,-,-,2,3,3,7,2,6,7,7,8,3,2,3,3,-,-,-,-
Sunset,"Tubers have some excellent resistance to bruising.Â Â Trials have found good resistance to black scurf, dry rot (<i>Fusarium sulphureum</i>),  and skin spot, and some resistance to common scab.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.",-,1,"Northern Ireland Horticulture and Plant Breeding Station","Manor House",,Loughgall,"Count Armagh","BT61 8JB","UNITED KINGDOM",,,,,-,-,-,-,-,-,-,-,-,-,-,-,"Oval - long",Red,"Medium yellow","Very shallow - shallow",Smooth,Pink,Maincrop,"Very tall","Red violet",Few,8,4,3,-,-,-,4,2,9,6,5,7,5,7,-,3,4,5,5,-,-,-,-
Swift,"'The earliest early'! Swift is an exceptionally early maturing variety, producing good yields of attractive medium sized tubers. Cooking quality and skin finish are also good. Susceptible to late blight on tubers.  Tests show resistance to common scab, potato virus Yo, bruising and splitting.  ","90-83 x Stroma",1,"Caithness Potato Breeders Ltd","Brigade House","Brigade Street",Blackheath,London,"SE3 0TW","UNITED KINGDOM",exportenquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)20 8297 1020","+44 (0)20 8297 2125","Caithness Potatoes Ltd","26 York Place",,Perth,,"PH2 8EH","UNITED KINGDOM",enquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)1738 446723","+44 (0)1738 628124",2026,Oval,Cream,Cream,Shallow,Smooth,Pink,"First Early","Very short",-,Absent,8,8,8,-,-,-,5,4,-,7,6,-,-,-,-,-,5,3,4,-,-,-,-
Sylvana,"Trials have found good resistance to powdery scab, blackleg, common scab, dry rot (<i>Fusarium coeruleum</i> and <i>sulphureum</i>).Â Â This variety has low resistance to silver scurf, late blight on tubers and skin spot.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.","Fabula x Xantia",1,"HZPC UK Limited","2 Wharf Road",Crowle,Scunthorpe,"North Lincolnshire","DN17 4HS","UNITED KINGDOM",info.uk@hzpc.com,www.hzpc.co.uk,"+44 (0)1724 71 00 33","+44 (0)1724 71 00 99","Greenvale AP",Springfield,Burrelton,Blairgowrie,Perthshire,"PH13 9PJ","UNITED KINGDOM",post@greenvale.co.uk,www.greenvale.co.uk,"+44 (0)1828 670343","+44 (0)1828 670636",-,-,White,-,-,-,-,"Early Maincrop",Medium,"Red violet",Medium,4,7,-,-,-,-,-,2,9,7,7,8,8,3,2,6,7,3,4,-,-,-,-
Tabitha,"Tubers have good  resistance to splitting.Â Â Trials have found good resistance to blackleg, powdery scab and potato virus Yo, and some resistance to potato leafroll virus, common scab and silver scurf.Â Â Tests for resistance to potato cyst nematode demonstrated partial resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.","Nicola x Inca Sun ",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,2039,"Oval - long",White,"Light yellow",Medium,-,Pink,"Early Maincrop","Short - medium",White,-,3,7,8,-,-,-,6,2,4,6,7,4,6,7,6,5,8,3,4,-,-,-,-
Taurus,".Taurus is an early maincrop variety, suitable for crisping.  In trials it demonstrated resistance to PCN Ro1, skin spot, black dot, dry rot (<i>F. coeruleum</i>), silver scurf and powdery scab.  The variety has susceptibility to dry rot (<i>F. sulphureum</i>).","Panda x RZ-87-44",1,"HZPC Holland B.V.","Box 88",NL-8500,"AB Joure",,,NETHERLANDS,,,,,"HZPC UK Limited","2 Wharf Road",Crowle,Scunthorpe,"North Lincolnshire","DN17 4HS","UNITED KINGDOM",info.uk@hzpc.com,www.hzpc.co.uk,"+44 (0)1724 71 00 33","+44 (0)1724 71 00 99",2038,"Short - oval",Yellow,"Light yellow","Very shallow",-,Pink,"Early Maincrop","Medium - tall",White,-,4,5,-,-,-,-,-,3,8,5,4,1,7,8,7,8,7,3,4,-,-,-,-
Toluca,"Tubers have some resistance to bruising.Â Â Trials have found good resistance to black dot.Â This variety has low resistance to dry rot (<i>Fusarium sulphureum</i>).Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.","Monalisa x AR 91-1292",1,"Agrico UK Ltd","Castleton of Eassie",,"By Forfar",Angus,"DD8 1SJ","UNITED KINGDOM",potatoes@agrico.co.uk,www.agrico.co.uk,"+44 (0)1307 840551","+44 (0)1307 840245","Agrico UK Ltd","Castleton of Eassie",,"By Forfar",Angus,"DD8 1SJ","UNITED KINGDOM",potatoes@agrico.co.uk,www.agrico.co.uk,"+44 (0)1307 840551","+44 (0)1307 840245",-,-,White,-,-,-,Pink,"Early Maincrop",Medium,White,-,4,1,-,-,-,-,-,2,2,5,5,1,6,5,5,8,6,6,8,-,-,-,-
Tresdale,"Tresdale is an early maincrop  variety.Â Â This variety  is suitable for both salads / punnets  and table use.Â Â Tubers have good  resistance to bruising and splitting.Â Â Trials have found good resistance to blackleg and potato leafroll virus..Â Â This variety has low resistance to dry rot (<i>Fusarium sulphureum</i>) .Â Â Tests for resistance to potato cyst nematode demonstrated partial resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.","Harmony x 6RE98",1,"Dr J Dunnett, Caithness Varieties Ltd",Clevnagreen,,Freswick,Caithness,"KW1 4XX","UNITED KINGDOM",,,,,-,-,-,-,-,-,-,-,-,-,-,-,Oval,White,Cream,"Very shallow - shallow",-,Pink,"Early Maincrop",Medium,"Red violet",Absent,6,7,4,2,8,-,7,2,4,3,7,1,6,8,8,7,4,5,4,-,-,-,-
Tribute,,"Vales Everest x Valor",1,"James Hutton Institute",Mylnefield,Invergowrie,Dundee,,"DD2 5DA","UNITED KINGDOM",,,"+44(0)1382 562731","+44(0)1382 562426",-,-,-,-,-,-,-,-,-,-,-,-,"Short - oval",White,White,Shallow,-,Absent,"Early Maincrop",Medium,-,-,5,7,-,2,9,3,4,5,9,3,7,1,8,9,6,4,5,6,3,-,-,-,-
Triplo,"..Main Crop",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Oval,Yellow,"Light yellow",-,Medium,-,"Early Maincrop",-,White,Few,2,-,-,9,-,2,-,-,9,3,-,-,6,-,-,-,1,4,2,Medium,,-,-
Trixie,"Trials have found good resistance to dry rot (<i>Fusarium coeruleum</i>) and common scab.Â Â This variety has low resistance to dry rot (<i>Fusarium sulphureum</i>) and potato leafroll virus.Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.","Charlotte x Mayan Gold",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,-,-,-,-,-,-,-,-,-,-,-,2040,Long,"Blue parti-coloured","Medium yellow",Shallow,-,Blue,Maincrop,Tall,Violet,-,5,5,4,-,-,-,2,2,3,7,6,1,7,8,6,5,6,3,5,-,-,-,-
"TX 15231","Trials have found good resistance to dry rot (<i>Fusarium sulphureum</i>), silver scurf and potato virus Yo.Â Â This variety has low resistance to late blight on tubers.Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.","Krantz x Delta Gold",1,"Prof. J Creighton Miller Jnr","Dept. Horticultural Sciences, Texas A&M Unive","College Station","2133 Tamu","Texas 77843-2133",,"UNITED STATES",,,,,"Pseedco Ltd","9 Inveralmond Way","Inveralmond Estate",Perth,,"PH1 3UQ","UNITED KINGDOM",info@pseedco.co.uk,,"+44 (0)1738 445999",,2037,Oval,White,"Light yellow","Shallow - medium",Smooth,Pink,"Second Early",Medium,"Red violet",Few,3,4,8,-,-,-,4,2,1,6,6,8,5,3,8,5,6,1,3,-,-,-,-
Tyson,"Tyson is a main crop, early bulking table potato for the retail fresh markets in Europe. With a bright, cream skin and cream flesh, the market for the Tyson will concentrate on traditional markets and pre packers. The cooking type is AB (rather firm cooking) with no discoloration after cooking. This variety can be used in the baker market.
","Sylvana x Cyrano",,"Stet Holland","Produktieweg 2a",,Emmeloord,,"8304 AV",NETHERLANDS,,,,,"Stet Potato Ltd","12 Vincent Court","Turnstone Road, Teal Park",Lincoln,,"LN6 3AE","UNITED KINGDOM",peter.hewett@stet-potato.com,http://www.stet-potato.com/en/,07788311967,,-,Oval,Cream,Cream,Shallow,Smooth,-,Maincrop,Medium,-,-,7,-,-,-,-,-,7,4,1,6,-,-,-,-,-,-,-,7,4,Medium,19%,-,-
"Ulster Chieftain","This variety has low resistance to dry rot (<i>Fusarium coeruleum</i>), late blight on foliage and late blight on tubers, skin spot, common scab and potato leafroll virus.","May Queen x Herald",1,-,-,-,-,-,-,-,-,-,-,-,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,"Short - oval",White,White,Shallow,-,Blue,"First Early","Short - medium",White,Absent,-,-,4,-,-,-,3,-,-,3,-,-,2,3,-,-,-,2,2,-,-,-,-
"Ulster Prince","This variety has low resistance to late blight on foliage and late blight on tubers, dry rot <i> Fusarium coeruleum </i>, potato leafroll virus and potato virus Yo.  ","Ulster Earl x (Herald x Arran Cairn)",1,-,-,-,-,-,-,-,-,-,-,-,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,"Oval - long",White,White,Shallow,Smooth,Blue,"First Early","Short - medium",White,Absent,-,-,3,-,-,-,3,-,-,5,-,-,3,-,-,-,-,2,2,-,-,-,-
"Ulster Sceptre","Long oval, white tubers with cream flesh. Short dormancy and early foliage maturity. Moderate yields. Susceptible to gangrene, virus Yo and spraing. Seed must be handled with care to avoid mechanical damage. Low to medium dry matter.  When tested for resistance to potato cyst nematode, this variety has susceptibility to <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1.","Pentland Ace x Ulster Prince",1,-,-,-,-,-,-,-,-,-,-,-,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,Oval,White,Cream,"Medium - deep",Smooth,Pink,"First Early","Short - medium",White,Few,6,-,3,-,-,-,6,2,2,5,-,-,5,3,-,-,-,4,4,-,-,-,-
Up-to-date,"Susceptible to late blight on foliage and tubers, common scab, potato leafroll virus and potato virus Yo.  Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.","Paterson's Victoria x Blue Don",1,-,-,-,-,-,-,-,-,-,-,-,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,Oval,White,Cream,Shallow,Smooth,Pink,Maincrop,Tall,"Red violet",Absent,-,-,3,-,-,-,3,2,2,3,-,-,5,5,-,-,-,3,3,-,-,-,-
Upmarket,"Trials have found good resistance to common scab, blackleg, black dot, silver scurf, skin spot and common scab.Â Â This variety has low resistance to late blight on tubers and potato leafroll virus.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.","Pink Fir Apple hybrid (5RE96) x Valor",1,"Caithness Potato Breeders Ltd","Brigade House","Brigade Street",Blackheath,London,"SE3 0TW","UNITED KINGDOM",exportenquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)20 8297 1020","+44 (0)20 8297 2125","Caithness Potatoes Ltd","26 York Place",,Perth,,"PH2 8EH","UNITED KINGDOM",enquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)1738 446723","+44 (0)1738 628124",2038,"Short - oval","Red parti-coloured","Light yellow","Shallow - medium",-,Pink,"Early Maincrop",Medium,"Red violet",-,6,4,6,-,-,-,3,2,9,7,8,4,6,7,7,7,6,1,5,-,-,-,-
"Vales Emerald","An outstanding early bulking variety with attractive appearance on the shelf and excellent flavour.  With 25% higher yields than existing punnet varieties, Emerald is proving to be extremely popular with growers and retailers alike.  Susceptible to black dot, dry rot <i> Fusarium coeruleum </i>, <i> Fusarium sulphureum </i> and potato leafroll virus.  Resistant to powdery scab.  When tested for resistance to potato cyst nematode, this variety showed susceptibility to both <i> Globodera rostochiensis </i> Ro1 and <i> globodera pallida </i> Pa2/3,1.","Maris Peer x Charlotte",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,"Greenvale AP",Springfield,Burrelton,Blairgowrie,Perthshire,"PH13 9PJ","UNITED KINGDOM",post@greenvale.co.uk,www.greenvale.co.uk,"+44 (0)1828 670343","+44 (0)1828 670636",2035,"Short - oval",White,"Medium yellow","Shallow - medium",Smooth,Pink,"First Early",Medium,"Red violet",Few,5,5,4,-,-,-,2,2,2,4,6,3,3,5,5,2,7,4,4,-,-,-,-
"Vales Everest","Vales Everest is an exceptionally high yielding variety suitable for processing.  It is well regarded as a good maincrop potato, particularly suitable for those growing in hot dry climates such as the Mediterranean.  Drought tolerant variety. Susceptible to black dot, black leg, bruising and dry rot <i>Fusarium sulphureum</i> .   ","12674ab1 x Cara",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,"Greenvale AP",Springfield,Burrelton,Blairgowrie,Perthshire,"PH13 9PJ","UNITED KINGDOM",post@greenvale.co.uk,www.greenvale.co.uk,"+44 (0)1828 670343","+44 (0)1828 670636",2033,"Short - oval","Red parti-coloured",Cream,"Shallow - medium",Smooth,Pink,Maincrop,Tall,White,Few,3,5,5,-,-,-,4,6,4,4,3,2,4,5,4,3,5,5,4,-,-,-,-
"Vales Sovereign","Vales Sovereign is grown for the general bakers pre-pack market and has low waste levels. Early-maturing maincrop  offers a good option for the general whites/bakers market.  Susceptible to potato leafroll virus.  Resistance to blackleg and common scab.  when tested for resistance to potato cyst nematode, this variety showed susceptibility to <i> Globodera pallida </i> Pa2/3,1 and resistance to <i> Globodera rostochiensis </i> Ro1.  ","Picasso x 15205AB6",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,"Greenvale AP",Springfield,Burrelton,Blairgowrie,Perthshire,"PH13 9PJ","UNITED KINGDOM",post@greenvale.co.uk,www.greenvale.co.uk,"+44 (0)1828 670343","+44 (0)1828 670636",2035,"Oval - long","Red parti-coloured",Cream,"Shallow - medium",Medium,Pink,Maincrop,Medium,-,Absent,5,5,4,-,-,-,1,2,9,7,8,6,5,5,6,6,6,4,5,-,-,-,-
Valor,"Valor produces high yields of bold white tubers of good all round cooking quality. It is highly adapted to a wide range of growing environments. It has very high tolerance of heat and drought.  Susceptible to potato virus Yo.  Resistance to late blight on tubers, bruising and splitting.  When tested for resistance to potato cyst nematode, this  variety showed susceptible to <i> Globodera pallida </i> Ps2/3,1 and resistant to <i> Globodera rostochiensis </i> Ro1. ","Cara x 93.2.10",1,"Caithness Potato Breeders Ltd","Brigade House","Brigade Street",Blackheath,London,"SE3 0TW","UNITED KINGDOM",exportenquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)20 8297 1020","+44 (0)20 8297 2125","Caithness Potatoes Ltd","26 York Place",,Perth,,"PH2 8EH","UNITED KINGDOM",enquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)1738 446723","+44 (0)1738 628124",2023,"Short - oval",White,Cream,Shallow,Smooth,Pink,Maincrop,Tall,"Red violet",Many,7,7,3,-,-,-,6,3,9,5,4,-,-,-,-,-,5,7,5,-,-,-,-
Vanessa,..,"Bierma B 584 x Desiree",1,-,-,-,-,-,-,-,-,-,-,-,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,Oval,Red,"Light yellow","Very shallow",Smooth,Pink,"First Early","Short - medium","Red violet",Many,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vanilla,"Early maincrop variety with yellow tubers.  Testing was conducted in one year only for common scab and mop top (spraing), the rating based on this is a 4 for common scab and a 3 for mop top (spraing).","OP4563/24 x Orla",1,"Teagasc Crops Research Centre","Oak Park Research Centre",,Carlow,,,IRELAND,,www.teagasc.ie,"+353 59 9170200","+353 59 9142423","IPM Potato Group Limited","East Den Brae",,Letham,Angus,"DD8 2PJ","UNITED KINGDOM",info.uk@ipmpotato.com,www.ipmpotato.com," +44 1307 818131",,2047,"Short - oval",Yellow,"Medium yellow",Shallow,-,-,"Early Maincrop",-,-,-,6,6,-,-,-,-,-,1,2,-,4,1,7,5,7,4,5,3,3,-,-,-,-
Venezia,,,1,-,-,-,-,-,-,-,-,-,-,-,"Greenvale AP",Springfield,Burrelton,Blairgowrie,Perthshire,"PH13 9PJ","UNITED KINGDOM",post@greenvale.co.uk,www.greenvale.co.uk,"+44 (0)1828 670343","+44 (0)1828 670636",-,-,-,-,-,-,-,"Second Early",-,-,-,7,7,-,-,-,-,-,-,-,3,3,1,7,9,4,6,5,2,4,-,-,-,-
Verity,"Verity is a late maturing variety giving good yields of parti-coloured tubers of good all round cooking quality. Verity has resistance to tuber blight and blackleg.  Susceptibility to potato virus Yo and both potato cyst nematode <i> Globodera rostochiensis </i> Ro1 , <i> globodera pallida </i> Pa2/3,1","Roslin Ruaka x Pentland Crown VRT 29",1,"Caithness Potato Breeders Ltd","Brigade House","Brigade Street",Blackheath,London,"SE3 0TW","UNITED KINGDOM",exportenquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)20 8297 1020","+44 (0)20 8297 2125","Caithness Potatoes Ltd","26 York Place",,Perth,,"PH2 8EH","UNITED KINGDOM",enquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)1738 446723","+44 (0)1738 628124",2028,Oval,"Red parti-coloured",Cream,Shallow,Smooth,Pink,Maincrop,Tall,White,Absent,5,6,3,-,-,-,5,3,3,5,7,-,-,-,-,-,6,9,4,-,-,-,-
Victoria,"Victoria is a strong growing, early maincrop variety.  Victoria has proved ideal for the Fish Friers and is widely recognised as a preferred variety by the industry.  Early maturity and reliable fry colours from long term storage give growers the opportunity to provide the customers with a year round supply.  susceptible to late blight on tubers and potato virus Yo.  when tested for resistance to potato cyst nematode, this variety showed susceptibility to <i> globodera pallida </i> Pa 2/3,1 and resistant to <i> Globodera rostochiensis </i> Ro1.","Agria x Rop J 861",1,"HZPC UK Limited","2 Wharf Road",Crowle,Scunthorpe,"North Lincolnshire","DN17 4HS","UNITED KINGDOM",info.uk@hzpc.com,www.hzpc.co.uk,"+44 (0)1724 71 00 33","+44 (0)1724 71 00 99","HZPC UK Limited","2 Wharf Road",Crowle,Scunthorpe,"North Lincolnshire","DN17 4HS","UNITED KINGDOM",info.uk@hzpc.com,www.hzpc.co.uk,"+44 (0)1724 71 00 33","+44 (0)1724 71 00 99",2026,"Oval - long",Cream,"Medium yellow",Shallow,Medium,Pink,"Early Maincrop",Medium,White,Few,6,5,2,-,-,-,5,2,9,5,6,1,8,7,7,5,4,3,4,-,-,-,-
"Violet Queen","Second Early","VG3CAE x Charmante",,"HZPC UK Limited","2 Wharf Road",Crowle,Scunthorpe,"North Lincolnshire","DN17 4HS","UNITED KINGDOM",info.uk@hzpc.com,www.hzpc.co.uk,"+44 (0)1724 71 00 33","+44 (0)1724 71 00 99","HZPC UK Limited","2 Wharf Road",Crowle,Scunthorpe,"North Lincolnshire","DN17 4HS","UNITED KINGDOM",info.uk@hzpc.com,www.hzpc.co.uk,"+44 (0)1724 71 00 33","+44 (0)1724 71 00 99",-,"Oval - long","Blue parti-coloured","Parti-coloured blue","Shallow - medium",Medium,Violet,"Early Maincrop",-,Violet,-,7,-,-,2,-,9,-,-,2,8,-,-,7,-,-,-,8,8,3,Medium,,-,Smooth
Violetta,"Violetta is an early maincrop variety with blue skin and blue flesh.  Â Trials have found good resistance to dry rot (<i>F. sulphureum</i>), there is some level of resistance to leafroll, bruising and splitting.  The variety is susceptible to tuber late blight, and Potato cyst nematode <i>Globodera rostochiensis</i> and <i>Globodera pallida</i>.",,1,"Karsten Ellenberg","Ebstorfer Str 1",,Barum,,29576,GERMANY,,,,,-,-,-,-,-,-,-,-,-,-,-,-,Long,Blue,-,Shallow,-,Blue,"Early Maincrop","Medium - tall","Blue violet",Medium,6,6,-,1,9,9,6,2,2,4,5,7,5,9,5,8,4,3,5,-,-,-,-
